id,kind,area,surface,capability,handler,events,exposure,sdk,mcp,consumers,fixtures,platforms,status,nextGate,source,reason
"sdk:nemo-script.Layer.get","sdk","project-lifecycle-integrations","script object Layer.get()","Layer.get","src/js/nemo-script.js:121 Layer.get","","script API","SMScript","none (R14)","animation@1 render@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:121",""
"sdk:nemo-script.Layer.hold","sdk","project-lifecycle-integrations","script object Layer.hold()","Layer.hold","src/js/nemo-script.js:163 Layer.hold","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:163",""
"sdk:nemo-script.Layer.inFrame","sdk","project-lifecycle-integrations","script object Layer.inFrame","inFrame (get/set property)","src/js/nemo-script.js:110 Layer.inFrame","","script API","SMScript","none (R14)","animation@2 render@2 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:110",""
"sdk:nemo-script.Layer.key","sdk","project-lifecycle-integrations","script object Layer.key()","Layer.key","src/js/nemo-script.js:146 Layer.key","","script API","SMScript","none (R14)","animation@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:146",""
"sdk:nemo-script.Layer.keyLock","sdk","project-lifecycle-integrations","script object Layer.keyLock","keyLock (get/set property)","src/js/nemo-script.js:299 Layer.keyLock","","script API","SMScript","none (R14)","history@2 render@2 animation@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:299",""
"sdk:nemo-script.Layer.keys","sdk","project-lifecycle-integrations","script object Layer.keys()","Layer.keys","src/js/nemo-script.js:170 Layer.keys","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:170",""
"sdk:nemo-script.Layer.linkTime","sdk","project-lifecycle-integrations","script object Layer.linkTime()","Layer.linkTime","src/js/nemo-script.js:325 Layer.linkTime","","script API","SMScript","none (R14)","animation@1 render@1 selection@2 native@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:325",""
"sdk:nemo-script.Layer.locked","sdk","project-lifecycle-integrations","script object Layer.locked","locked (get/set property)","src/js/nemo-script.js:60 Layer.locked","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:60",""
"sdk:nemo-script.Layer.markers","sdk","project-lifecycle-integrations","script object Layer.markers()","Layer.markers","src/js/nemo-script.js:374 Layer.markers","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:374",""
"sdk:nemo-script.Layer.matte","sdk","project-lifecycle-integrations","script object Layer.matte","matte (get/set property)","src/js/nemo-script.js:294 Layer.matte","","script API","SMScript","none (R14)","render@1 animation@3 native@3 selection@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:294",""
"sdk:nemo-script.Layer.mergeWith","sdk","project-lifecycle-integrations","script object Layer.mergeWith()","Layer.mergeWith","src/js/nemo-script.js:393 Layer.mergeWith","","script API","SMScript","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:393",""
"sdk:nemo-script.Layer.motionBlur","sdk","project-lifecycle-integrations","script object Layer.motionBlur","motionBlur (get/set property, via switchProp)","src/js/nemo-script.js:284 Layer.motionBlur","","script API","SMScript","none (R14)","history@2 render@2 animation@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:284",""
"sdk:nemo-script.Layer.name","sdk","project-lifecycle-integrations","script object Layer.name","name (get/set property)","src/js/nemo-script.js:52 Layer.name","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:52",""
"sdk:nemo-script.Layer.outFrame","sdk","project-lifecycle-integrations","script object Layer.outFrame","outFrame (get/set property)","src/js/nemo-script.js:114 Layer.outFrame","","script API","SMScript","none (R14)","animation@2 render@2 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:114",""
"sdk:nemo-script.Layer.parent","sdk","project-lifecycle-integrations","script object Layer.parent","parent (get/set property)","src/js/nemo-script.js:64 Layer.parent","","script API","SMScript","none (R14)","animation@1 render@1 history@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:64",""
"sdk:nemo-script.Layer.remove","sdk","project-lifecycle-integrations","script object Layer.remove()","Layer.remove","src/js/nemo-script.js:260 Layer.remove","","script API","SMScript","none (R14)","persist@2 selection@2 animation@2 render@2 history@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:260",""
"sdk:nemo-script.Layer.select","sdk","project-lifecycle-integrations","script object Layer.select()","Layer.select","src/js/nemo-script.js:259 Layer.select","","script API","SMScript","none (R14)","persist@2 selection@2 animation@2 render@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:259",""
"sdk:nemo-script.Layer.set","sdk","project-lifecycle-integrations","script object Layer.set()","Layer.set","src/js/nemo-script.js:130 Layer.set","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:130",""
"sdk:nemo-script.Layer.setExpression","sdk","project-lifecycle-integrations","script object Layer.setExpression()","Layer.setExpression","src/js/nemo-script.js:362 Layer.setExpression","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:362",""
"sdk:nemo-script.Layer.shy","sdk","project-lifecycle-integrations","script object Layer.shy","shy (get/set property, via switchProp)","src/js/nemo-script.js:283 Layer.shy","","script API","SMScript","none (R14)","history@2 render@2 animation@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:283",""
"sdk:nemo-script.Layer.solo","sdk","project-lifecycle-integrations","script object Layer.solo","solo (get/set property, via switchProp)","src/js/nemo-script.js:282 Layer.solo","","script API","SMScript","none (R14)","render@2 selection@3 native@3 animation@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:282",""
"sdk:nemo-script.Layer.splitAt","sdk","project-lifecycle-integrations","script object Layer.splitAt()","Layer.splitAt","src/js/nemo-script.js:385 Layer.splitAt","","script API","SMScript","none (R14)","animation@1 persist@2 selection@2 render@2 history@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:385",""
"sdk:nemo-script.Layer.strokeProfile","sdk","project-lifecycle-integrations","script object Layer.strokeProfile()","Layer.strokeProfile","src/js/nemo-script.js:400 Layer.strokeProfile","","script API","SMScript","none (R14)","selection@1 persist@2 animation@2 render@2 history@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:400",""
"sdk:nemo-script.Layer.strokes","sdk","project-lifecycle-integrations","script object Layer.strokes()","Layer.strokes","src/js/nemo-script.js:183 Layer.strokes","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:183",""
"sdk:nemo-script.Layer.timeLink","sdk","project-lifecycle-integrations","script object Layer.timeLink","timeLink (get property)","src/js/nemo-script.js:310 Layer.timeLink","","script API","SMScript","none (R14)","animation@1","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:310",""
"sdk:nemo-script.Layer.unlinkTime","sdk","project-lifecycle-integrations","script object Layer.unlinkTime()","Layer.unlinkTime","src/js/nemo-script.js:340 Layer.unlinkTime","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:340",""
"sdk:nemo-script.Layer.visible","sdk","project-lifecycle-integrations","script object Layer.visible","visible (get/set property)","src/js/nemo-script.js:56 Layer.visible","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:56",""
"sdk:nemo-script.layers","sdk","project-lifecycle-integrations","SMScript.api().layers","layers","src/js/nemo-script.js:431 layers","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:431",""
"sdk:nemo-script.log","sdk","project-lifecycle-integrations","SMScript.api().log","log","src/js/nemo-script.js:464 log","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:464",""
"sdk:nemo-script.markers.add","sdk","project-lifecycle-integrations","SMScript.api().markers.add","markers.add","src/js/nemo-script.js:564 markers.add","","script API","SMScript","none (R14)","history@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:564",""
